modnr, pixrad, nmod, tot_t, mod_t, burn_t
001981, 8, 200, 3.68, 2.15, 1.13
003284, 8, 200, 8.09, 1.95, 5.14
003007, 8, 200, 9.88, 3.26, 5.57
002301, 10, 200, 30.60, 5.65, 21.42
003389, 8, 200, 3.23, 1.89, 1.00
001764, 8, 200, 2.69, 1.33, 1.07
003304, 8, 200, 22.57, 4.79, 16.20
002368, 8, 200, 3.08, 1.85, 0.89
000418, 8, 200, 3.12, 1.60, 1.16
003422, 12, 200, 13.56, 4.46, 7.44
000719, 8, 200, 8.54, 2.31, 5.28
001718, 8, 200, 3.71, 2.18, 1.14
003501, 8, 200, 11.36, 3.34, 6.78
002003, 8, 0, 0, 0, 0
001166, 8, 200, 3.46, 2.07, 1.07
000013, 5, 200, 1.86, 0.94, 0.72
002906, 8, 200, 3.76, 2.20, 1.13
002562, 10, 200, 45.60, 6.69, 32.58
002299, 10, 200, 5.67, 2.22, 2.60
001603, 9, 200, 19.94, 5.21, 12.62
003122, 8, 200, 3.69, 2.18, 1.12
000330, 8, 200, 3.09, 1.57, 1.16
000321, 8, 200, 9.84, 3.56, 5.16
003583, 5, 200, 2.42, 1.64, 0.63
002616, 12, 200, 15.88, 5.14, 8.65
001561, 8, 200, 3.10, 1.90, 0.89
002041, 11, 200, 10.28, 3.30, 5.47
001608, 8, 200, 2.73, 1.39, 1.03
000693, 8, 200, 2.78, 1.41, 1.04
001180, 8, 200, 3.06, 1.67, 1.08
000745, 5, 200, 1.09, 0.40, 0.54
000073, 5, 200, 2.51, 0.94, 1.30
003140, 8, 200, 7.36, 1.81, 4.67
001703, 8, 200, 34.37, 5.63, 25.29
003315, 12, 200, 316.32, 64.04, 230.80
002030, 8, 200, 9.62, 3.21, 5.38
002804, 8, 200, 8.34, 2.35, 4.97
002892, 8, 200, 3.26, 1.87, 1.02
003600, 8, 200, 10.62, 3.28, 6.16
001437, 8, 200, 2.61, 1.38, 0.92
001031, 8, 200, 3.41, 2.07, 1.02
003535, 8, 200, 3.29, 1.93, 1.04
003078, 12, 200, 15.10, 4.32, 8.59
002646, 12, 200, 15.98, 5.11, 8.73
003541, 8, 200, 2.76, 1.39, 1.03
001361, 8, 200, 2.76, 1.36, 1.09
001516, 10, 200, 5.94, 2.19, 2.93
000001, 5, 200, 2.76, 1.34, 1.10
001463, 8, 200, 9.33, 2.48, 5.80
001575, 8, 200, 8.78, 2.42, 5.39
003058, 8, 200, 3.71, 2.16, 1.13
000576, 8, 50, 1.93, 0.58, 1.03
001070, 8, 200, 3.00, 1.64, 1.05
003066, 8, 200, 3.72, 2.18, 1.13
001522, 8, 200, 3.67, 2.18, 1.13
003300, 8, 200, 8.40, 1.96, 5.46
002605, 12, 200, 91.57, 15.21, 65.68
000202, 8, 2000, 19.30, 18.04, 0.95
003467, 8, 200, 3.64, 2.12, 1.12
000401, 8, 900, 32.64, 6.44, 23.16
000846, 8, 200, 3.17, 1.61, 1.15
003490, 8, 200, 3.22, 1.87, 1.02
002480, 8, 200, 3.70, 2.15, 1.13
001892, 12, 200, 14.10, 4.50, 7.87
001870, 12, 200, 16.92, 5.47, 9.29
001150, 8, 200, 2.73, 1.39, 1.05
003219, 8, 200, 9.17, 2.58, 5.43
001742, 8, 200, 3.79, 2.23, 1.14
003079, 8, 200, 12.39, 3.42, 7.83
001172, 8, 200, 3.17, 1.82, 1.03
000917, 8, 200, 2.75, 1.38, 1.04
000334, 7, 400, 4.50, 1.31, 2.63
001581, 8, 200, 2.60, 1.38, 0.92
003546, 8, 200, 9.64, 2.78, 5.67
000667, 8, 200, 3.11, 1.55, 1.17
002071, 10, 200, 7.53, 3.23, 3.33
003226, 12, 200, 147.57, 20.73, 108.67
002553, 11, 200, 53.75, 8.75, 39.28
000937, 8, 200, 3.18, 1.83, 1.01
002868, 6, 200, 2.15, 0.57, 1.28
003162, 12, 200, 16.24, 5.38, 8.95
000807, 8, 200, 9.47, 2.60, 5.83
000187, 8, 350, 3.82, 2.45, 1.05
003014, 8, 200, 3.73, 2.14, 1.12
002620, 12, 200, 16.08, 5.25, 8.76
003327, 12, 200, 16.13, 5.22, 8.62
001601, 8, 200, 3.11, 1.89, 0.89
000288, 7, 0, 0, 0, 0
001012, 8, 200, 3.08, 1.87, 0.89
000651, 8, 200, 3.07, 1.69, 1.07
002020, 8, 200, 3.14, 1.58, 1.16
002360, 8, 200, 3.78, 2.19, 1.14
002149, 8, 200, 3.66, 2.13, 1.12
000677, 8, 200, 3.13, 1.58, 1.15
003170, 8, 200, 3.69, 2.17, 1.13
001100, 8, 200, 2.76, 1.38, 1.09
000076, 5, 200, 3.14, 1.55, 1.30
002017, 8, 200, 3.09, 1.55, 1.16
003485, 8, 200, 3.77, 2.24, 1.13
002384, 8, 200, 3.72, 2.16, 1.14
002586, 12, 200, 90.47, 17.35, 63.96
003438, 12, 200, 16.40, 5.25, 9.18
000410, 8, 100, 2.40, 0.86, 1.15
002628, 12, 200, 16.04, 5.26, 8.69
002162, 8, 200, 3.11, 1.57, 1.16
001915, 12, 200, 86.94, 16.60, 61.28
002115, 11, 200, 8.42, 2.78, 4.52
002537, 12, 200, 16.04, 5.29, 8.83
003344, 8, 200, 3.24, 1.89, 1.02
002875, 6, 200, 2.53, 1.28, 1.00
002497, 12, 200, 12.36, 4.35, 6.44
001612, 8, 200, 2.71, 1.36, 1.04
000799, 8, 200, 3.14, 1.59, 1.15
002486, 12, 200, 17.06, 6.08, 8.68
002774, 8, 200, 3.65, 2.13, 1.12
000358, 8, 100, 2.40, 0.86, 1.16
001616, 8, 200, 2.70, 1.35, 1.07
001867, 12, 200, 85.50, 14.34, 62.50
001496, 10, 200, 7.47, 3.84, 2.83
002916, 9, 200, 4.82, 2.40, 1.86
000672, 8, 200, 3.13, 1.61, 1.16
003589, 6, 200, 3.03, 1.90, 0.89
002263, 12, 200, 13.80, 4.64, 7.68
003363, 8, 200, 3.70, 2.18, 1.12
002379, 8, 200, 9.92, 3.17, 5.70
003130, 8, 0, 0, 0, 0
000968, 8, 200, 2.76, 1.38, 1.05
001157, 8, 200, 2.80, 1.43, 1.05
001995, 8, 200, 3.06, 1.86, 0.89
002219, 8, 200, 3.74, 2.20, 1.15
000086, 5, 200, 1.78, 1.01, 0.60
002948, 8, 0, 0, 0, 0
000240, 8, 200, 2.66, 1.40, 0.97
002726, 8, 0, 0, 0, 0
001596, 10, 200, 5.99, 2.29, 2.86
002614, 12, 200, 15.94, 5.15, 8.68
000741, 5, 200, 1.35, 0.57, 0.63
001130, 8, 200, 3.00, 1.62, 1.06
000144, 8, 1000, 19.44, 13.23, 5.23
000199, 8, 200, 2.71, 1.35, 1.05
001154, 8, 200, 2.73, 1.36, 1.04
002923, 10, 200, 35.68, 8.78, 22.98
002686, 8, 200, 8.48, 2.00, 5.51
002172, 8, 200, 9.26, 2.52, 5.73
002540, 12, 200, 15.61, 5.19, 8.51
002478, 8, 200, 9.51, 3.12, 5.37
003594, 8, 200, 8.75, 2.39, 5.37
002626, 12, 200, 16.75, 5.28, 9.36
001802, 10, 200, 7.14, 2.67, 3.48
001757, 8, 200, 2.60, 1.37, 0.91
002827, 12, 200, 16.76, 5.32, 9.33
002107, 8, 200, 3.23, 1.66, 1.17
002781, 10, 200, 31.83, 5.81, 22.10
001942, 10, 0, 0, 0, 0
000670, 8, 0, 0, 0, 0
001719, 8, 200, 10.21, 3.11, 6.07
001217, 8, 200, 3.23, 1.85, 1.01
002492, 12, 200, 15.59, 5.12, 8.29
003245, 8, 200, 3.15, 1.59, 1.16
001619, 8, 200, 8.90, 2.65, 5.23
000586, 8, 200, 2.79, 1.38, 1.06
000016, 5, 200, 1.63, 0.83, 0.61
003552, 8, 200, 3.67, 2.14, 1.13
000790, 8, 200, 2.62, 1.38, 0.92
002910, 9, 200, 5.46, 2.70, 2.11
003393, 12, 200, 15.11, 4.35, 8.76
001168, 8, 200, 3.22, 1.84, 1.04
000634, 5, 200, 2.59, 1.20, 1.09
002371, 8, 200, 3.09, 1.88, 0.89
002131, 9, 200, 4.86, 2.07, 2.17
002175, 8, 0, 0, 0, 0
001739, 12, 200, 82.29, 13.96, 59.14
001289, 8, 200, 2.77, 1.39, 1.06
001517, 10, 200, 5.58, 2.19, 2.57
002883, 8, 200, 33.37, 3.99, 25.30
000413, 8, 100, 8.39, 2.04, 5.36
000856, 5, 200, 1.20, 0.43, 0.63
001842, 8, 200, 3.15, 1.60, 1.17
002573, 12, 200, 16.47, 5.32, 8.89
000381, 8, 200, 8.43, 2.51, 5.00
001292, 8, 200, 3.62, 2.30, 1.00
000520, 8, 200, 2.60, 1.37, 0.91
001164, 8, 200, 3.19, 1.87, 1.01
001511, 10, 200, 30.91, 5.18, 22.34
001243, 8, 200, 2.80, 1.41, 1.08
002733, 8, 200, 9.72, 3.09, 5.57
000734, 5, 200, 2.17, 0.61, 1.27
001649, 7, 300, 3.56, 1.00, 2.05
000986, 8, 0, 0, 0, 0
000329, 8, 200, 9.02, 2.47, 5.54
001298, 8, 200, 2.97, 1.59, 1.06
000618, 8, 200, 2.70, 1.37, 1.03
000211, 8, 200, 2.71, 1.35, 1.04
002632, 12, 200, 16.05, 5.28, 8.67
000806, 8, 200, 2.77, 1.45, 1.03
000251, 6, 200, 2.43, 1.26, 0.90
002667, 8, 200, 9.88, 3.21, 5.66
002429, 8, 200, 3.16, 1.62, 1.16
000757, 8, 200, 3.69, 2.17, 1.13
000635, 8, 200, 3.13, 1.91, 0.89
003235, 8, 200, 8.54, 1.97, 5.50
001939, 10, 0, 0, 0, 0
000255, 6, 200, 5.88, 1.23, 3.89
001161, 8, 200, 2.78, 1.41, 1.07
000313, 8, 200, 3.13, 1.58, 1.16
001508, 10, 200, 6.22, 2.53, 2.95
001494, 10, 200, 6.84, 2.54, 3.35
003445, 12, 200, 94.35, 18.02, 65.95
003471, 8, 200, 9.39, 3.08, 5.30
002454, 8, 200, 10.34, 3.46, 5.86
000792, 8, 200, 8.66, 2.41, 5.24
002739, 8, 200, 8.99, 3.00, 4.97
002623, 12, 200, 88.79, 15.40, 64.47
000999, 8, 200, 2.76, 1.36, 1.06
002864, 6, 200, 2.14, 0.57, 1.28
003271, 8, 200, 9.21, 3.16, 5.01
000099, 5, 200, 1.38, 0.47, 0.73
001344, 5, 200, 1.40, 0.62, 0.63
000969, 8, 200, 3.14, 1.93, 0.89
002291, 11, 200, 10.41, 3.32, 5.71
001408, 8, 200, 3.17, 1.83, 1.01
002526, 8, 200, 9.56, 3.07, 5.46
002007, 10, 200, 5.74, 2.39, 2.64
002682, 8, 200, 3.67, 2.14, 1.15
002410, 8, 200, 3.16, 1.94, 0.90
002796, 8, 200, 9.98, 3.13, 5.62
002403, 12, 200, 87.67, 14.88, 64.18
000827, 8, 200, 3.11, 1.88, 0.89
001908, 12, 200, 14.24, 4.58, 7.90
000523, 8, 200, 2.76, 1.39, 1.05
003515, 8, 200, 3.71, 2.17, 1.13
002144, 8, 200, 9.84, 2.86, 5.82
002930, 10, 200, 7.72, 3.34, 3.34
002516, 12, 200, 15.90, 5.33, 8.68
000795, 8, 200, 3.15, 1.92, 0.90
002672, 8, 200, 3.74, 2.20, 1.14
002185, 8, 0, 0, 0, 0
002167, 8, 0, 0, 0, 0
002327, 12, 200, 16.16, 5.31, 8.86
000763, 5, 200, 1.24, 0.43, 0.64
002694, 8, 200, 3.78, 2.24, 1.15
002237, 12, 200, 15.73, 5.32, 8.66
000964, 8, 200, 2.93, 1.57, 1.04
001160, 8, 200, 2.90, 1.55, 1.05
000762, 5, 200, 2.36, 0.61, 1.12
003591, 8, 200, 8.78, 2.30, 5.52
000711, 8, 200, 3.11, 1.82, 0.99
000598, 8, 200, 3.26, 1.88, 1.02
002966, 8, 200, 3.77, 2.24, 1.14
002609, 12, 200, 94.15, 17.02, 68.17
000072, 5, 200, 1.80, 0.91, 0.70
003318, 12, 200, 265.16, 37.76, 201.73
001109, 8, 200, 3.19, 1.83, 1.04
003071, 8, 200, 10.78, 3.35, 6.31
001296, 8, 200, 3.20, 1.84, 1.03
002507, 12, 200, 15.68, 5.22, 8.72
001594, 8, 200, 3.18, 1.59, 1.18
000766, 8, 200, 3.19, 1.84, 1.01
002990, 11, 200, 11.47, 4.10, 5.69
003451, 8, 200, 9.44, 3.13, 5.14
001139, 8, 200, 2.73, 1.34, 1.07
002812, 11, 200, 55.72, 9.44, 40.50
000239, 8, 200, 9.10, 2.48, 5.63
002769, 8, 200, 9.47, 3.14, 5.30
001453, 8, 200, 3.12, 1.90, 0.89
002979, 8, 200, 9.95, 3.12, 5.73
002187, 8, 0, 0, 0, 0
000915, 5, 200, 1.69, 0.99, 0.51
003417, 12, 200, 15.79, 5.22, 8.47
001871, 12, 200, 85.76, 14.09, 62.80
003568, 12, 200, 101.73, 18.15, 68.06
003358, 8, 200, 9.10, 3.11, 4.96
002103, 8, 200, 2.59, 1.38, 0.91
003460, 8, 0, 0, 0, 0
002751, 8, 200, 8.99, 3.03, 4.93
002390, 8, 200, 3.21, 1.63, 1.16
002097, 12, 200, 14.75, 5.45, 7.60
001261, 8, 200, 3.19, 1.85, 1.04
001524, 12, 200, 13.61, 3.97, 7.95
000529, 8, 200, 8.91, 2.38, 5.51
000495, 8, 200, 3.10, 1.89, 0.89
002455, 8, 200, 3.10, 1.88, 0.90
000157, 5, 200, 1.03, 0.74, 0.21
002715, 8, 200, 9.76, 3.22, 5.43
000683, 8, 200, 2.75, 1.40, 1.03
003372, 8, 200, 3.68, 2.14, 1.13
000026, 8, 200, 3.22, 1.91, 1.01
000696, 8, 200, 2.72, 1.35, 1.06
003570, 11, 200, 10.69, 3.45, 5.92
003520, 12, 200, 13.30, 3.77, 7.79
000977, 8, 200, 3.19, 1.85, 1.01
002489, 12, 200, 17.11, 6.11, 8.76
003128, 8, 0, 0, 0, 0
002050, 12, 200, 15.81, 4.39, 9.43
002871, 8, 200, 9.30, 2.48, 5.62
001605, 9, 200, 4.51, 2.36, 1.63
000354, 8, 100, 2.43, 0.88, 1.15
002335, 8, 200, 3.13, 1.92, 0.89
000107, 5, 200, 2.17, 0.61, 1.28
003601, 8, 200, 10.09, 3.08, 5.88
003522, 12, 200, 85.43, 12.14, 62.83
003362, 8, 200, 3.21, 1.88, 1.01
001308, 8, 200, 2.69, 1.34, 1.04
001929, 8, 200, 2.65, 1.38, 0.91
000649, 8, 200, 9.29, 3.05, 5.19
001145, 5, 200, 1.56, 0.78, 0.62
000612, 5, 200, 1.37, 0.49, 0.69
002699, 8, 200, 9.20, 2.42, 5.69
002880, 10, 200, 20.89, 3.49, 15.35
003042, 8, 200, 3.70, 2.16, 1.13
000170, 8, 200, 2.80, 1.39, 1.05
001887, 8, 200, 9.00, 2.87, 5.11
001186, 8, 200, 3.22, 1.91, 1.02
002659, 11, 200, 54.45, 8.62, 40.25
003054, 8, 200, 3.83, 2.28, 1.13
000771, 8, 200, 4.50, 2.31, 1.01
002361, 12, 200, 91.91, 15.43, 63.75
003407, 12, 200, 13.31, 4.35, 7.13
003383, 8, 200, 6.16, 1.15, 4.16
001794, 12, 200, 15.60, 4.26, 9.05
000241, 8, 200, 3.08, 1.55, 1.16
000627, 8, 200, 3.10, 1.59, 1.14
003301, 8, 200, 22.48, 4.97, 16.08
000822, 8, 200, 3.71, 2.18, 1.14
001058, 8, 200, 3.22, 1.85, 1.04
002098, 11, 200, 10.88, 3.55, 5.92
002351, 8, 200, 3.09, 1.57, 1.15
002319, 12, 200, 86.89, 14.71, 63.12
002019, 8, 200, 2.62, 1.38, 0.91
002036, 8, 200, 9.22, 2.58, 5.55
001174, 8, 200, 3.26, 1.90, 1.03
001093, 8, 200, 3.65, 2.31, 1.02
000579, 8, 200, 8.46, 2.37, 5.15
001759, 8, 200, 9.57, 3.20, 5.34
000828, 8, 200, 3.27, 1.89, 1.01
002420, 12, 200, 15.92, 5.12, 8.59
003325, 12, 200, 223.96, 17.45, 187.90
000737, 5, 200, 1.35, 0.48, 0.68
001758, 8, 200, 3.74, 2.20, 1.14
000307, 8, 200, 4.19, 2.69, 1.08
001865, 11, 200, 8.92, 2.98, 4.79
003385, 8, 200, 42.16, 5.02, 31.24
002962, 8, 200, 3.68, 2.15, 1.13
000946, 8, 200, 6.89, 1.78, 4.29
003083, 10, 200, 44.25, 7.64, 32.70
003087, 10, 200, 35.79, 8.09, 24.15
002453, 12, 200, 15.79, 5.09, 8.54
001211, 8, 200, 3.16, 1.84, 1.01
002863, 6, 200, 6.85, 1.56, 4.49
000616, 8, 200, 3.08, 1.71, 1.05
001698, 8, 200, 7.87, 1.95, 4.95
001043, 8, 200, 2.88, 1.52, 1.06
001927, 8, 0, 0, 0, 0
000441, 8, 200, 9.00, 2.52, 5.43
001000, 8, 200, 2.62, 1.38, 0.91
000060, 5, 200, 1.86, 0.95, 0.72
000779, 8, 200, 3.12, 1.59, 1.15
001760, 8, 200, 2.90, 1.55, 1.04
002234, 12, 200, 15.69, 5.07, 8.83
001690, 7, 300, 5.33, 1.97, 2.70
001726, 10, 200, 7.72, 3.27, 3.38
002315, 12, 200, 16.00, 5.25, 8.84
001338, 8, 200, 3.21, 1.84, 1.01
001901, 12, 200, 13.20, 4.44, 7.14
000786, 8, 200, 2.78, 1.40, 1.07
003084, 11, 200, 9.88, 3.60, 4.95
003529, 8, 200, 2.77, 1.40, 1.04
002298, 11, 200, 53.28, 8.10, 39.32
001710, 7, 300, 5.31, 2.03, 2.68
002758, 8, 200, 3.28, 1.91, 1.01
002504, 12, 200, 16.07, 5.33, 8.93
002790, 8, 200, 9.83, 3.17, 5.50
001285, 8, 200, 2.85, 1.45, 1.10
000599, 8, 200, 8.56, 2.34, 5.18
000989, 8, 200, 3.20, 1.85, 1.01
001599, 8, 200, 10.27, 3.23, 5.84
001805, 12, 200, 12.52, 3.77, 6.96
003249, 8, 200, 2.75, 1.39, 1.03
001260, 8, 200, 3.24, 1.90, 1.02
002217, 11, 200, 55.93, 11.43, 38.73
000601, 8, 200, 2.76, 1.40, 1.04
003034, 8, 200, 3.72, 2.16, 1.13
000138, 8, 1000, 19.14, 13.07, 5.14
003152, 11, 200, 8.71, 2.81, 4.67
001702, 10, 200, 7.20, 2.64, 3.48
001902, 11, 200, 10.85, 3.43, 5.63
002527, 8, 200, 3.12, 1.89, 0.91
000575, 8, 50, 5.39, 0.88, 3.71
002986, 11, 200, 11.63, 4.27, 5.73
001576, 8, 200, 2.72, 1.36, 1.06
002184, 8, 200, 9.59, 3.41, 5.17
002239, 12, 200, 13.64, 4.58, 7.50
003319, 5, 200, 1.15, 0.81, 0.24
000963, 8, 200, 2.64, 1.39, 0.91
001569, 8, 200, 2.60, 1.37, 0.92
000869, 8, 200, 2.74, 1.37, 1.04
001953, 11, 200, 8.93, 2.95, 4.73
003593, 8, 200, 8.98, 2.61, 5.39
002127, 11, 200, 8.57, 2.79, 4.55
000526, 8, 200, 2.77, 1.37, 1.10
001318, 8, 200, 3.14, 1.77, 1.06
000112, 5, 200, 2.16, 0.86, 1.03
000629, 8, 200, 9.05, 3.24, 4.87
001491, 8, 200, 9.65, 3.11, 5.53
002089, 11, 200, 10.50, 3.30, 5.63
002081, 8, 200, 9.95, 3.04, 5.94
000761, 5, 200, 1.29, 0.51, 0.63
003534, 8, 200, 15.04, 3.69, 9.76
003538, 12, 200, 12.22, 3.63, 7.07
002198, 8, 0, 0, 0, 0
000353, 8, 100, 7.89, 1.50, 5.40
001882, 12, 200, 16.38, 5.35, 8.90
001722, 10, 200, 7.09, 2.64, 3.44
002225, 11, 200, 11.81, 4.34, 5.83
001191, 8, 200, 2.80, 1.45, 1.04
001282, 8, 200, 2.91, 1.55, 1.05
001128, 8, 200, 3.12, 1.75, 1.06
002736, 8, 200, 3.71, 2.18, 1.14
001281, 8, 200, 2.81, 1.44, 1.05
001829, 12, 200, 12.68, 3.80, 7.29
001140, 8, 200, 2.91, 1.58, 1.02
001119, 8, 200, 3.23, 1.85, 1.05
002337, 8, 200, 9.47, 3.04, 5.41
002792, 8, 200, 3.74, 2.20, 1.13
002047, 12, 200, 15.55, 4.69, 8.85
002538, 12, 200, 85.94, 14.39, 62.98
000906, 8, 200, 6.94, 1.60, 4.39
002684, 8, 200, 3.18, 1.60, 1.17
000164, 8, 200, 3.18, 1.86, 0.99
001027, 8, 200, 3.32, 1.99, 1.03
002166, 8, 0, 0, 0, 0
002354, 12, 200, 16.30, 5.22, 9.07
001464, 8, 200, 2.75, 1.35, 1.06
003508, 8, 200, 3.26, 1.90, 1.03
000800, 8, 200, 2.68, 1.45, 0.94
002832, 12, 200, 90.43, 16.77, 64.14
000189, 8, 400, 11.38, 4.32, 6.09
000193, 8, 200, 2.74, 1.37, 1.04
002140, 8, 200, 3.74, 2.18, 1.16
001406, 8, 200, 3.13, 1.58, 1.16
000184, 8, 200, 3.57, 2.33, 0.90
001356, 8, 200, 3.25, 1.83, 1.02
001313, 8, 200, 3.62, 2.31, 0.99
000934, 8, 200, 3.02, 1.68, 1.03
002006, 8, 200, 9.16, 2.51, 5.66
002259, 10, 200, 32.89, 7.15, 22.43
002421, 8, 200, 15.02, 3.72, 10.06
002447, 8, 200, 3.71, 2.18, 1.13
003200, 10, 200, 6.65, 2.87, 2.88
001688, 8, 200, 2.76, 1.40, 1.04
003108, 10, 0, 0, 0, 0
001360, 8, 200, 2.77, 1.40, 1.06
000274, 8, 200, 3.12, 1.58, 1.17
001489, 8, 200, 3.14, 1.91, 0.89
000417, 8, 100, 8.06, 1.81, 5.27
001170, 8, 200, 2.80, 1.41, 1.08
000910, 8, 200, 7.71, 2.19, 4.62
003142, 8, 0, 0, 0, 0
000804, 8, 200, 3.14, 1.61, 1.16
002387, 8, 200, 3.72, 2.14, 1.14
003348, 8, 200, 3.73, 2.20, 1.13
002798, 8, 200, 3.04, 1.80, 0.92
001447, 8, 200, 9.59, 3.07, 5.49
000789, 8, 200, 3.12, 1.59, 1.15
000623, 8, 200, 2.76, 1.39, 1.05
000466, 8, 200, 3.14, 1.61, 1.15
000141, 8, 1000, 19.28, 13.54, 4.81
003247, 8, 200, 6.49, 1.15, 4.56
001685, 8, 200, 6.23, 1.57, 3.89
002038, 11, 200, 10.67, 3.44, 5.83
001990, 8, 200, 3.66, 2.14, 1.13
001005, 8, 200, 3.01, 1.68, 1.04
003394, 12, 200, 88.02, 12.12, 65.40
001934, 8, 200, 3.15, 1.59, 1.16
002109, 8, 200, 2.61, 1.37, 0.92
001486, 8, 200, 3.70, 2.18, 1.13
001761, 8, 200, 2.60, 1.38, 0.92
000091, 5, 0, 0, 0, 0
000632, 8, 0, 0, 0, 0
000505, 8, 200, 3.12, 1.91, 0.89
003424, 12, 200, 84.67, 15.22, 60.30
001102, 8, 200, 2.77, 1.44, 1.04
002215, 11, 200, 8.53, 2.81, 4.56
002426, 8, 200, 3.10, 1.58, 1.16
000997, 8, 200, 2.61, 1.39, 0.91
002442, 8, 200, 10.54, 2.42, 6.90
002663, 8, 200, 9.80, 3.19, 5.62
001689, 8, 200, 2.62, 1.39, 0.90
002580, 12, 200, 84.47, 14.41, 61.14
001879, 8, 200, 9.24, 2.42, 5.80
001859, 8, 200, 9.47, 2.49, 5.89
000663, 8, 200, 2.77, 1.41, 1.04
003343, 8, 200, 10.20, 3.22, 5.86
003457, 8, 0, 0, 0, 0
002192, 8, 200, 3.68, 2.16, 1.12
001054, 8, 200, 2.73, 1.35, 1.05
000691, 8, 200, 2.68, 1.36, 1.03
001920, 12, 200, 14.21, 4.63, 7.81
002362, 12, 200, 13.63, 4.61, 7.43
003224, 5, 200, 1.78, 1.04, 0.61
002532, 12, 200, 101.65, 13.94, 75.67
003475, 8, 200, 3.24, 1.90, 1.01
001504, 10, 200, 6.02, 2.17, 2.93
000111, 5, 200, 3.22, 1.69, 1.27
000474, 8, 200, 3.10, 1.57, 1.16
003450, 8, 200, 3.71, 2.16, 1.13
000830, 8, 200, 3.12, 1.58, 1.15
000550, 8, 200, 3.10, 1.87, 0.88
002823, 9, 200, 5.53, 2.74, 2.11
002729, 8, 200, 8.62, 2.33, 5.32
000875, 8, 0, 0, 0, 0
002395, 12, 200, 13.13, 4.42, 7.15
002096, 8, 200, 9.90, 3.15, 5.72
003104, 8, 200, 3.20, 1.86, 1.01
000697, 8, 200, 3.10, 1.55, 1.15
000700, 8, 200, 2.63, 1.39, 0.92
000671, 8, 0, 0, 0, 0
003331, 12, 200, 148.04, 16.77, 114.16
000065, 5, 0, 0, 0, 0
003584, 5, 200, 2.45, 1.63, 0.67
000642, 8, 200, 3.72, 2.16, 1.12
002328, 12, 200, 86.24, 13.96, 63.50
003107, 8, 200, 9.41, 3.30, 5.08
002891, 8, 200, 32.99, 3.82, 25.12
002182, 8, 200, 3.12, 1.90, 0.90
001713, 8, 200, 2.63, 1.41, 0.92
003010, 8, 200, 3.68, 2.14, 1.12
002168, 8, 200, 3.18, 1.62, 1.16
001857, 11, 200, 8.49, 2.79, 4.51
002370, 8, 200, 9.91, 3.20, 5.68
000245, 4, 200, 0.89, 0.41, 0.38
001087, 8, 200, 2.89, 1.54, 1.03
000547, 8, 200, 3.68, 2.14, 1.13
002666, 8, 200, 3.74, 2.19, 1.14
002784, 8, 200, 9.31, 2.57, 5.67
001395, 8, 200, 8.82, 2.48, 5.25
002413, 12, 200, 13.12, 4.40, 7.14
002622, 12, 200, 15.83, 5.09, 8.63
002200, 8, 200, 3.12, 1.87, 0.90
003336, 12, 200, 16.22, 5.27, 9.15
000639, 8, 0, 0, 0, 0
002461, 8, 200, 3.10, 1.88, 0.90
001310, 8, 200, 3.64, 2.32, 0.98
001950, 8, 200, 2.64, 1.40, 0.92
002283, 12, 200, 127.49, 18.63, 98.89
001403, 8, 200, 8.86, 2.47, 5.35
003380, 8, 200, 3.27, 1.91, 1.02
001272, 8, 200, 2.73, 1.36, 1.06
001076, 8, 200, 2.70, 1.35, 1.05
001067, 8, 200, 6.35, 1.31, 4.25
003357, 8, 200, 3.70, 2.18, 1.12
002903, 10, 200, 33.41, 7.68, 21.72
002528, 11, 200, 46.76, 6.80, 35.90
003502, 8, 200, 3.21, 1.88, 1.00
002720, 8, 200, 3.67, 2.15, 1.13
002214, 8, 200, 9.84, 3.19, 5.66
002314, 12, 200, 12.92, 4.49, 6.91
001943, 9, 200, 20.95, 6.19, 12.53
002960, 8, 200, 3.22, 1.88, 1.00
001216, 8, 200, 2.76, 1.38, 1.06
000638, 8, 0, 0, 0, 0
001228, 8, 200, 3.42, 2.08, 1.01
002256, 12, 200, 85.16, 13.62, 62.96
000594, 8, 200, 8.59, 2.35, 5.30
000213, 8, 0, 0, 0, 0
001270, 8, 200, 3.21, 1.89, 1.00
003378, 8, 200, 3.70, 2.16, 1.13
002801, 8, 200, 3.24, 1.90, 1.00
000204, 8, 200, 3.73, 2.20, 1.14
001640, 8, 200, 7.18, 1.57, 4.74
000402, 8, 100, 7.55, 1.13, 5.50
000815, 8, 200, 3.06, 1.87, 0.89
001441, 8, 200, 2.61, 1.37, 0.92
002558, 11, 200, 50.07, 8.52, 36.56
002070, 10, 200, 6.23, 2.88, 2.56
003339, 8, 200, 3.69, 2.14, 1.13
002441, 8, 200, 3.17, 1.63, 1.16
001913, 12, 200, 13.28, 4.60, 6.97
002067, 11, 200, 8.90, 2.98, 4.79
001231, 8, 200, 3.23, 1.90, 1.02
000881, 8, 200, 2.77, 1.37, 1.05
002595, 12, 200, 83.88, 13.11, 62.11
001839, 11, 200, 54.96, 10.16, 38.91
002177, 8, 200, 3.15, 1.60, 1.15
000521, 8, 200, 2.72, 1.36, 1.03
003251, 8, 200, 3.72, 2.20, 1.13
003227, 5, 200, 1.16, 0.83, 0.24
001195, 8, 200, 2.81, 1.48, 1.01
000433, 8, 200, 8.86, 2.31, 5.55
